time,open,high,low,close,tick_volume,spread,real_volume
2017-08-04,1.18746,1.18891,1.1728,1.17803,68221.0,5.0,0.0
2017-08-07,1.17723,1.18137,1.17697,1.17936,45230.0,2.0,0.0
2017-08-08,1.1793,1.18237,1.1715,1.17484,55823.0,5.0,0.0
2017-08-09,1.17482,1.17637,1.16887,1.17549,69952.0,3.0,0.0
2017-08-10,1.17547,1.17847,1.17039,1.17727,64338.0,4.0,0.0
2017-08-11,1.17726,1.18468,1.17484,1.18249,66749.0,3.0,0.0
2017-08-14,1.18224,1.18382,1.17697,1.1784,56019.0,5.0,0.0
2017-08-15,1.17838,1.17925,1.1687,1.17386,63752.0,5.0,0.0
2017-08-16,1.17383,1.17785,1.1681300000000001,1.17685,70005.0,5.0,0.0
2017-08-17,1.17683,1.17898,1.16622,1.1727,77953.0,5.0,0.0
2017-08-18,1.17269,1.17742,1.17084,1.1763,100217.0,0.0,0.0
2017-08-21,1.17576,1.1828,1.17307,1.18087,71207.0,1.0,0.0
2017-08-22,1.18086,1.18243,1.17449,1.17591,65914.0,3.0,0.0
2017-08-23,1.17586,1.18231,1.174,1.18166,72203.0,1.0,0.0
2017-08-24,1.18169,1.1819,1.17837,1.18004,100848.0,1.0,0.0
2017-08-25,1.18003,1.19414,1.17729,1.1924299999999999,103766.0,0.0,0.0
2017-08-28,1.19437,1.19837,1.19167,1.19735,77793.0,0.0,0.0
2017-08-29,1.19732,1.2070400000000001,1.19556,1.19679,132926.0,0.0,0.0
2017-08-30,1.19681,1.19848,1.18829,1.18895,114176.0,0.0,0.0
2017-08-31,1.1889,1.191,1.18232,1.19047,116620.0,4.0,0.0
2017-09-01,1.19045,1.198,1.18502,1.18651,122655.0,5.0,0.0
2017-09-04,1.18845,1.19224,1.18738,1.18958,72531.0,3.0,0.0
2017-09-05,1.18963,1.19411,1.1868400000000001,1.19179,115602.0,5.0,0.0
2017-09-06,1.19176,1.19508,1.1903,1.19147,113752.0,5.0,0.0
2017-09-07,1.1915,1.206,1.19112,1.20193,135635.0,0.0,0.0
2017-09-08,1.2019199999999999,1.20928,1.20149,1.20262,134249.0,2.0,0.0
2017-09-11,1.20171,1.20298,1.19495,1.19519,94810.0,5.0,0.0
2017-09-12,1.1952099999999999,1.19783,1.19264,1.1966,120794.0,2.0,0.0
2017-09-13,1.19663,1.19952,1.18732,1.18837,102772.0,0.0,0.0
2017-09-14,1.18835,1.19226,1.18377,1.19048,115410.0,0.0,0.0
2017-09-15,1.19049,1.19873,1.19011,1.19457,110512.0,1.0,0.0
2017-09-18,1.19214,1.19696,1.19151,1.1952099999999999,86884.0,5.0,0.0
2017-09-19,1.19523,1.20068,1.19495,1.1997,101702.0,3.0,0.0
2017-09-20,1.1997200000000001,1.20336,1.18615,1.18909,115518.0,0.0,0.0
2017-09-21,1.18907,1.19541,1.18659,1.19306,108875.0,1.0,0.0
2017-09-22,1.19309,1.20048,1.19309,1.19443,97667.0,5.0,0.0
2017-09-25,1.19472,1.19472,1.18321,1.18475,102349.0,0.0,0.0
2017-09-26,1.18472,1.18618,1.17578,1.17923,104071.0,2.0,0.0
2017-09-27,1.17921,1.17956,1.17173,1.17496,104036.0,3.0,0.0
2017-09-28,1.17494,1.18044,1.17214,1.1778,105088.0,3.0,0.0
2017-09-29,1.17779,1.18327,1.17727,1.1819600000000001,92395.0,4.0,0.0
2017-10-02,1.18132,1.18154,1.17304,1.17346,84757.0,2.0,0.0
2017-10-03,1.17343,1.17741,1.16964,1.17487,80912.0,2.0,0.0
2017-10-04,1.1749,1.1788,1.17353,1.1762299999999999,81314.0,0.0,0.0
2017-10-05,1.17625,1.17791,1.16991,1.17049,78804.0,4.0,0.0
2017-10-06,1.17048,1.17389,1.16697,1.17331,98540.0,0.0,0.0
2017-10-09,1.17254,1.17564,1.17197,1.1739,48748.0,4.0,0.0
2017-10-10,1.17393,1.1825700000000001,1.17383,1.18075,88671.0,5.0,0.0
2017-10-11,1.1807699999999999,1.1869399999999999,1.17953,1.18571,91803.0,5.0,0.0
2017-10-12,1.18558,1.188,1.18271,1.18295,78400.0,4.0,0.0
2017-10-13,1.18293,1.18751,1.18055,1.18201,89458.0,1.0,0.0
2017-10-16,1.18129,1.18197,1.17805,1.17956,71242.0,5.0,0.0
2017-10-17,1.1795,1.18003,1.17362,1.17658,77106.0,3.0,0.0
2017-10-18,1.1766,1.18056,1.17302,1.17863,87054.0,5.0,0.0
2017-10-19,1.17861,1.18582,1.17681,1.1852,107006.0,3.0,0.0
2017-10-20,1.18518,1.18581,1.17625,1.17801,109903.0,1.0,0.0
2017-10-23,1.17648,1.17776,1.1724999999999999,1.17478,84948.0,0.0,0.0
2017-10-24,1.1748,1.1793,1.17429,1.17607,90360.0,3.0,0.0
2017-10-25,1.17605,1.18178,1.17531,1.18118,120006.0,4.0,0.0
2017-10-26,1.18117,1.18369,1.16406,1.16496,128449.0,0.0,0.0
2017-10-27,1.16501,1.1656900000000001,1.15739,1.16066,125499.0,0.0,0.0
2017-10-30,1.16065,1.16582,1.15937,1.16489,90185.0,1.0,0.0
2017-10-31,1.16488,1.16616,1.16246,1.16454,89457.0,4.0,0.0
2017-11-01,1.1645699999999999,1.16576,1.16064,1.16218,91949.0,1.0,0.0
2017-11-02,1.16217,1.16876,1.1613,1.16556,109194.0,4.0,0.0
2017-11-03,1.16564,1.16921,1.15991,1.16037,93678.0,0.0,0.0
2017-11-06,1.1614,1.16244,1.15804,1.1609099999999999,90471.0,3.0,0.0
2017-11-07,1.16095,1.16156,1.15533,1.15853,97764.0,0.0,0.0
2017-11-08,1.15854,1.16113,1.15791,1.15947,86146.0,3.0,0.0
2017-11-09,1.15943,1.1655,1.15858,1.16408,113430.0,5.0,0.0
2017-11-10,1.16404,1.16782,1.16229,1.16637,93152.0,5.0,0.0
2017-11-13,1.16576,1.16754,1.16376,1.1666,72502.0,5.0,0.0
2017-11-14,1.16661,1.18053,1.16616,1.17969,93453.0,1.0,0.0
2017-11-15,1.1797,1.18612,1.17848,1.17897,121645.0,0.0,0.0
2017-11-16,1.1789399999999999,1.18011,1.17566,1.17693,97659.0,1.0,0.0
2017-11-17,1.17691,1.18219,1.17654,1.179,101816.0,5.0,0.0
2017-11-20,1.17855,1.18088,1.17225,1.17318,112118.0,1.0,0.0
2017-11-21,1.1732,1.17578,1.17129,1.17373,78592.0,1.0,0.0
2017-11-22,1.17372,1.18272,1.17322,1.18217,83780.0,5.0,0.0
2017-11-23,1.18209,1.18561,1.18133,1.18484,62693.0,1.0,0.0
2017-11-24,1.18487,1.19445,1.1837,1.19298,81390.0,3.0,0.0
2017-11-27,1.19248,1.19615,1.18953,1.18973,87339.0,2.0,0.0
2017-11-28,1.18963,1.19201,1.18272,1.18386,111107.0,5.0,0.0
2017-11-29,1.18394,1.18831,1.1817,1.18461,109448.0,4.0,0.0
2017-11-30,1.18454,1.19318,1.18088,1.19027,120881.0,1.0,0.0
2017-12-01,1.1902300000000001,1.19406,1.18509,1.18952,153889.0,5.0,0.0
2017-12-04,1.18608,1.18788,1.18293,1.18641,106152.0,5.0,0.0
2017-12-05,1.18643,1.18769,1.18009,1.18251,101002.0,5.0,0.0
2017-12-06,1.18244,1.18483,1.17807,1.17949,96687.0,5.0,0.0
2017-12-07,1.17943,1.18148,1.17714,1.17719,85730.0,1.0,0.0
2017-12-08,1.17714,1.17769,1.17303,1.17709,97017.0,0.0,0.0
2017-12-11,1.17653,1.1812,1.17632,1.1768,75957.0,0.0,0.0
2017-12-12,1.1767400000000001,1.17929,1.17177,1.17409,82022.0,5.0,0.0
2017-12-13,1.17404,1.18312,1.17295,1.18252,100349.0,0.0,0.0
2017-12-14,1.1825,1.18629,1.17708,1.1777,119140.0,0.0,0.0
2017-12-15,1.17771,1.18125,1.17485,1.17488,104312.0,2.0,0.0
2017-12-18,1.17426,1.18346,1.17377,1.17808,100841.0,3.0,0.0
2017-12-19,1.17807,1.1849,1.17767,1.18383,107267.0,3.0,0.0
2017-12-20,1.18381,1.1902,1.18291,1.18698,101922.0,5.0,0.0
2017-12-21,1.1869399999999999,1.18898,1.18494,1.1872,97263.0,5.0,0.0
2017-12-22,1.18719,1.18754,1.1817,1.18606,111076.0,1.0,0.0
2017-12-25,1.18606,1.18606,1.18606,1.18606,1.0,40.0,0.0
2017-12-26,1.18682,1.18838,1.1846700000000001,1.18573,50446.0,5.0,0.0
2017-12-27,1.18577,1.19105,1.18549,1.18861,86277.0,2.0,0.0
2017-12-28,1.18856,1.19592,1.18856,1.19417,89581.0,3.0,0.0
2017-12-29,1.19414,1.20257,1.1936499999999999,1.20023,88469.0,3.0,0.0
2018-01-02,1.20635,1.20693,1.20267,1.20579,46363.0,5.0,0.0
2018-01-03,1.20579,1.20669,1.20023,1.20146,98458.0,5.0,0.0
2018-01-04,1.20148,1.20899,1.20054,1.20681,104267.0,5.0,0.0
2018-01-05,1.2067,1.20831,1.20207,1.2029,97712.0,0.0,0.0
2018-01-08,1.20275,1.20524,1.19558,1.19664,93172.0,1.0,0.0
2018-01-09,1.19659,1.19759,1.19158,1.19359,106021.0,5.0,0.0
2018-01-10,1.19352,1.20183,1.1923300000000001,1.19466,140487.0,0.0,0.0
2018-01-11,1.19455,1.20587,1.19287,1.20304,137778.0,1.0,0.0
2018-01-12,1.20299,1.22179,1.20299,1.22009,159695.0,0.0,0.0
2018-01-15,1.21937,1.22963,1.21872,1.22618,117785.0,0.0,0.0
2018-01-16,1.22616,1.22831,1.21948,1.2258499999999999,135829.0,1.0,0.0
2018-01-17,1.22583,1.2323,1.2176,1.21834,156046.0,0.0,0.0
2018-01-18,1.21833,1.2264599999999999,1.21649,1.22361,138851.0,1.0,0.0
2018-01-19,1.2236,1.22952,1.22142,1.22147,137417.0,1.0,0.0
2018-01-22,1.22693,1.22722,1.22134,1.22606,110589.0,2.0,0.0
2018-01-23,1.22599,1.23059,1.22226,1.22974,128274.0,4.0,0.0
2018-01-24,1.22969,1.24147,1.22897,1.2406,156261.0,1.0,0.0
2018-01-25,1.24062,1.25375,1.23636,1.23933,229917.0,0.0,0.0
2018-01-26,1.23931,1.24933,1.23696,1.24286,185466.0,0.0,0.0
2018-01-29,1.24243,1.2432,1.23363,1.23804,151331.0,0.0,0.0
2018-01-30,1.2380200000000001,1.24537,1.23343,1.24013,158888.0,0.0,0.0
2018-01-31,1.24006,1.24746,1.23865,1.24122,187494.0,0.0,0.0
2018-02-01,1.2411699999999999,1.25229,1.23847,1.25081,156464.0,1.0,0.0
2018-02-02,1.25078,1.2518,1.24087,1.24552,173269.0,0.0,0.0
2018-02-05,1.24345,1.24747,1.23614,1.23657,170882.0,0.0,0.0
